zone,block,cvar_lambda,actual,forecast,da_price,rt_price,oracle_profit,realized_profit,regret,squared_error,test_date,local_hour
z03,18,0.0,0.803125,0.6110180041809389,33.56,27.93,808.5862500000001,776.1393784061606,32.44687159383943,0.03690509784262476,2013-11-30,10
z03,18,0.0,0.88355,0.8475097916166493,31.61,26.23,837.8704649999999,832.0535753669272,5.816889633072606,0.0012988966203153383,2013-11-30,11
z03,18,0.0,0.913075,0.7198706297371754,29.15,24.78,798.4840875,773.1549945585436,25.329092941456338,0.0373279286886546,2013-11-30,12
z03,18,0.0,0.913175,0.8538810159620408,25.59,25.62,701.866305,701.0978120856341,0.7684929143658792,0.0035157765430937553,2013-11-30,13
z03,18,0.0,0.883775,0.7757364099383518,22.67,22.52,601.0553775,600.5692038447226,0.48617365527741185,0.011672336942508865,2013-11-30,14
z03,18,0.0,0.77595,0.5831824222629014,21.23,21.34,496.76319000000007,494.83868800653244,1.9245019934676293,0.037159339026628366,2013-11-30,15
z03,18,0.0,0.636,0.6672353710032187,19.77,18.98,377.21160000000003,368.6890290217718,8.52257097822826,0.0009756484017087165,2013-11-30,16
z03,18,0.0,0.42935,0.40333665927466844,19.01,17.68,244.85830500000003,243.82037270505927,1.0379322949407594,0.0006766938956921939,2013-11-30,17
z03,18,0.0,0.184725,0.21536904956169742,19.21,19.73,109.33872749999999,97.1488874456344,12.18984005436559,0.0009390577735397677,2013-11-30,18
z03,18,0.0,0.038475,0.058983340090760124,20.1,21.06,24.308505,16.42652026802193,7.8819847319780685,0.0004205920132782789,2013-11-30,19
z03,18,0.0,0.0155,0.015054470644548804,21.38,23.63,10.98795,9.971773231492955,1.0161767685070444,1.9849640656875843e-07,2013-11-30,20
z03,18,0.0,0.176975,0.6002461317711679,38.01,41.24,218.95347,-80.53841594795767,299.4918859479577,0.1791584509908454,2013-12-01,9
z03,18,0.0,0.278275,0.7374948621952034,40.5,27.61,338.104125,236.70837942729904,101.39574557270097,0.21088288183458165,2013-12-01,10
z03,18,0.0,0.5502,0.923486718229382,34.49,27.15,569.2919400000001,458.3697916781392,110.92214832186085,0.139342974006462,2013-12-01,11
z03,18,0.0,0.7973,0.8887612386006342,32.52,36.28,867.78132,722.9142600964591,144.86705990354096,0.008365158166362132,2013-12-01,12
z03,18,0.0,0.918975,1.0,28.08,28.07,774.14454,740.0411174999999,34.10342250000008,0.0065650506250000025,2013-12-01,13
z03,18,0.0,0.8769,0.979581488091429,26.18,25.28,688.71726,651.1666398049643,37.55062019503566,0.010543487996670268,2013-12-01,14
z03,18,0.0,0.781225,0.744435480817473,25.38,26.47,620.3707724999999,596.0277322772686,24.34304022273136,0.001353468721681517,2013-12-01,15
z03,18,0.0,0.56835,0.6367106203984797,24.38,23.94,415.69119,391.59407130953593,24.09711869046407,0.004673174421265035,2013-12-01,16
z03,18,0.0,0.43745,0.32553644110303426,24.44,23.81,320.73834000000005,318.6231737368474,2.1151662631526733,0.012524644664984621,2013-12-01,17
z03,18,0.0,0.195175,0.1863145819507931,23.83,25.11,147.02532749999997,139.8708475530895,7.15447994691047,7.850700800671135e-05,2013-12-01,18
z03,18,0.0,0.070775,0.03922978246743284,23.83,25.01,53.10248250000001,51.71374820065288,1.3887342993471279,0.0009951007491769829,2013-12-01,19
z03,18,0.0,0.023075,0.012559541373491096,23.87,23.43,16.5240075,16.38520344613008,0.13880405386991868,0.00011057487012582049,2013-12-01,20
z03,18,0.0,0.464625,0.3949677712040421,47.88,43.44,667.3873500000001,658.1090071243784,9.27834287562166,0.00485212952353243,2013-12-02,9
z03,18,0.0,0.59565,0.4597811971613391,50.89,37.49,909.378855,854.7595962588584,54.61925874114161,0.018460331584810915,2013-12-02,10
z03,18,0.0,0.76575,0.9088006223985151,44.35,33.14,1018.830375,971.7738727620085,47.05650223799148,0.020463480568602543,2013-12-02,11
z03,18,0.0,0.695525,0.7600412429285945,40.38,28.36,842.558985,826.7460538582014,15.812931141798572,0.004162345601621432,2013-12-02,12
z03,18,0.0,0.8823,0.9751340113010508,31.38,28.33,830.59722,795.3945629146415,35.20265708535851,0.008618153654243637,2013-12-02,13
z03,18,0.0,0.80025,0.8016000140918594,27.9,24.64,669.80925,669.3763004807406,0.4329495192594095,1.822538048219013e-06,2013-12-02,14
z03,18,0.0,0.7375,0.6178126769482283,26.24,23.73,580.56,571.5475445742017,9.012455425798294,0.014325055299299177,2013-12-02,15
z03,18,0.0,0.60745,0.6614506688613817,22.44,21.73,408.93534000000005,391.9089291080064,17.026410891993635,0.0029160722374765953,2013-12-02,16
z03,18,0.0,0.3857,0.3548568089552067,21.92,22.01,254.67771000000002,253.71959661582096,0.9581133841790574,0.000951302433825616,2013-12-02,17
z03,18,0.0,0.2043,0.2326190198493584,21.67,21.48,132.81543000000002,123.77175101110741,9.043678988892609,0.0008019668852283545,2013-12-02,18
z03,18,0.0,0.055625,0.05819522351518276,21.41,22.73,37.9306875,34.80072936689781,3.1299581331021855,6.6060489179984285e-06,2013-12-02,19
z03,18,0.0,0.01735,0.018852941555595477,21.59,23.02,11.981910000000001,10.686391184485359,1.295518815514642,2.258833319535751e-06,2013-12-02,20
z03,18,0.0,0.55135,0.48656181371465246,43.41,29.97,718.023105,691.9005082897478,26.122596710252196,0.004197509082144896,2013-12-03,9
z03,18,0.0,0.69165,0.6018824965767411,45.32,27.85,940.3673399999999,893.32019145587,47.04714854412987,0.008058204670844797,2013-12-03,10
z03,18,0.0,0.5192,0.7732915619028502,38.71,34.75,602.94696,485.5947721351686,117.35218786483136,0.06456252183022995,2013-12-03,11
z03,18,0.0,0.409775,0.7093631958773524,35.28,53.52,657.93474,111.2291259576179,546.7056140423822,0.08975308710904688,2013-12-03,12
z03,18,0.0,0.40625,0.799399826227567,30.62,32.61,397.434375,169.13649018789275,228.29788481210724,0.15456678586276612,2013-12-03,13
z03,18,0.0,0.772175,0.8344018266221394,25.96,25.53,601.36989,577.9414897767645,23.4284002232356,0.003872177951461798,2013-12-03,14
z03,18,0.0,0.730775,0.5863641387752266,23.07,23.6,517.3887,508.06551019347387,9.323189806526102,0.020854496839680735,2013-12-03,15
z03,18,0.0,0.5941,0.6241690839158407,23.38,24.11,429.71252999999996,405.4979993329577,24.214530667042254,0.0009041498075378719,2013-12-03,16
z03,18,0.0,0.329425,0.34888515278205046,22.61,21.28,223.4489775,217.62552677997144,5.823450720028575,0.0003786975463007452,2013-12-03,17
z03,18,0.0,0.1715,0.19667023586383828,22.24,22.72,116.89439999999999,105.6655579193843,11.228842080615692,0.00063354077344125,2013-12-03,18
z03,18,0.0,0.0892,0.04841777497924915,21.82,23.12,61.86912,59.980826775809284,1.8882932241907184,0.0016631898776431567,2013-12-03,19
z03,18,0.0,0.02185,0.014200059320395664,21.86,22.63,14.833965000000001,14.50594362969886,0.32802137030114054,5.852159240146527e-05,2013-12-03,20
z03,18,0.0,0.381675,0.37641248997320703,40.69,33.61,465.9106724999999,464.7929153703091,1.1177571296908013,2.7694011782096386e-05,2013-12-04,9
z03,18,0.0,0.438225,0.8484650289738297,41.16,32.36,541.12023,396.1414037606486,144.9788262393514,0.16829688137244864,2013-12-04,10
z03,18,0.0,0.54925,0.9137820267775822,34.61,62.99,1037.917725,70.67690569998469,967.2408193000153,0.13288359854657192,2013-12-04,11
z03,18,0.0,0.9229,0.7927354717388021,32.77,59.89,1658.17443,1013.2048501933109,644.9695798066891,0.0169428044174602,2013-12-04,12
z03,18,0.0,0.930475,0.9404559037672242,28.35,33.3,929.5445249999999,785.6424439635553,143.90208103644466,9.96184400105894e-05,2013-12-04,13
z03,18,0.0,0.853125,0.8383309161994522,24.68,27.28,698.1975000000001,632.8076885364428,65.3898114635573,0.00021886491549763108,2013-12-04,14
z03,18,0.0,0.603175,0.5617792582175684,23.04,27.54,498.34318499999995,422.50298514062825,75.8401998593717,0.0017136074377177583,2013-12-04,15
z03,18,0.0,0.612625,0.5342645056173709,22.57,23.05,423.6301875,415.9367786191099,7.693408880890104,0.006140367079890038,2013-12-04,16
z03,18,0.0,0.3409,0.33345250538301363,21.37,24.19,247.39113,219.18104804459702,28.210081955402984,5.546517607004066e-05,2013-12-04,17
z03,18,0.0,0.16585,0.2000142022634748,20.52,21.53,107.122515,90.54634321471919,16.57617178528082,0.001167192716299617,2013-12-04,18
z03,18,0.0,0.07005,0.061173344142951454,19.96,21.68,45.56052,42.403975442223704,3.156544557776293,7.879501920447428e-05,2013-12-04,19
z03,18,0.0,0.005975,0.01810241742293577,20.22,24.24,4.34502,-1.5163772455824702,5.86139724558247,0.00014707425335012603,2013-12-04,20
z03,18,0.0,0.60995,0.29328508574946827,34.160000000000004,26.39,625.0767600000001,551.262168488201,73.81459151179911,0.10027666791729661,2013-12-05,9
z03,18,0.0,0.667225,0.43013420152234355,36.93,28.25,739.2185775,677.4801335764182,61.738443923581826,0.056212046722772684,2013-12-05,10
z03,18,0.0,0.46405,0.6063550764346101,33.97,26.77,472.91335499999997,431.1396998126203,41.77365518737969,0.020250734779060208,2013-12-05,11
z03,18,0.0,0.315375,0.7913948595128449,31.33,22.28,296.42096250000003,201.95482137967585,94.46614112032418,0.22659490665062862,2013-12-05,12
z03,18,0.0,0.143275,0.41094771841802413,26.7,21.53,114.76327500000001,49.07638990021692,65.6868850997831,0.07164868418529481,2013-12-05,13
z03,18,0.0,0.19655,0.3294154704619679,22.07,19.64,130.13575500000002,95.83653380024299,34.29922119975703,0.017653233241080063,2013-12-05,14
z03,18,0.0,0.58055,0.3084149739631031,20.75,19.43,361.392375,350.61582796893885,10.77654703106117,0.07405747239610257,2013-12-05,15
z03,18,0.0,0.33415,0.6118309893522804,20.36,13.59,204.09882,175.6920547892617,28.406765210738286,0.07710673184766127,2013-12-05,16
z03,18,0.0,0.36955,0.43577400725539894,19.34,11.19,214.41291,211.39309526915378,3.0198147308462353,0.004385619136963133,2013-12-05,17
z03,18,0.0,0.15165,0.14549456490919085,18.52,13.91,84.25674000000001,83.4054433269411,0.8512966730589113,3.788938115716468e-05,2013-12-05,18
z03,18,0.0,0.09505,0.04820885640419466,18.13,8.950000000000001,54.81977249999989,38.79764405371521,16.022128446284682,0.002194092733362855,2013-12-05,19
z03,18,0.0,0.043975,0.005464115049651228,18.96,15.610000000000005,25.012980000000002,21.142636062489956,3.8703439375100466,0.0014830882596589996,2013-12-05,20
z03,18,0.0,0.613725,0.43985391544778263,44.19,30.94,813.6152324999998,744.5014763904936,69.1137561095062,0.030231154043364312,2013-12-06,9
z03,18,0.0,0.777175,0.7161239573655412,49.1,59.46,1386.3247649999998,1163.75343905079,222.57132594920995,0.0037272298067544947,2013-12-06,10
z03,18,0.0,0.8753,1.0,45.56,47.09,1236.53631,1105.41633,131.11997999999994,0.015550090000000008,2013-12-06,11
z03,18,0.0,0.937125,0.9070101105416676,41.07,29.0,1154.6317124999998,1143.7271110271377,10.904601472862169,0.0009069065670875802,2013-12-06,12
z03,18,0.0,0.143275,1.0,37.09,29.5,159.42209250000002,-122.14057874999988,281.5626712499999,0.733977725625,2013-12-06,13
z03,18,0.0,0.7219,1.0,29.54,25.4,639.7477799999999,551.0616899999999,88.68609000000004,0.07733961,2013-12-06,14
z03,18,0.0,0.7744,0.8975294987912396,28.17,26.67,654.44544,607.9578977313674,46.487542268632524,0.015160873472581868,2013-12-06,15
z03,18,0.0,0.5368,0.5403404608826214,25.14,25.47,410.16888,403.48440163842554,6.684478361574463,1.2534863261372217e-05,2013-12-06,16
z03,18,0.0,0.381025,0.18526679409104127,23.85,24.53,280.39629750000006,276.61685490054276,3.7794425994572975,0.03832127518069429,2013-12-06,17
z03,18,0.0,0.204825,0.2796275621214244,23.17,24.66,151.529535,113.03255250787127,38.49698249212874,0.005595423299929559,2013-12-06,18
z03,18,0.0,0.0396,0.0681502213436504,23.34,23.96,28.464480000000005,17.201453390596104,11.263026609403902,0.0008151151387714305,2013-12-06,19
z03,18,0.0,0.016775,0.03548449936233267,24.04,24.83,12.4956975,4.908069395055561,7.587628104944439,0.0003500453663891264,2013-12-06,20
z03,18,0.0,0.6068,0.7256771268144071,45.06,31.81,820.2722400000001,787.1768478948691,33.095392105131054,0.014131771279648627,2013-12-07,9
z03,18,0.0,0.75725,1.0,48.54,52.51,1192.895925,897.0496499999999,295.8462750000001,0.05892756250000001,2013-12-07,10
z03,18,0.0,0.8077,1.0,44.41,38.48,1076.09871,982.208235,93.89047500000004,0.03697929000000001,2013-12-07,11
z03,18,0.0,0.782425,1.0,42.51,35.67,997.8266025,903.7362937500001,94.09030874999996,0.04733888062499998,2013-12-07,12
z03,18,0.0,0.834525,1.0,38.05,37.41,952.6102874999999,861.3425512499998,91.2677362500001,0.027381975625000013,2013-12-07,13
z03,18,0.0,0.885625,1.0,35.07,48.68,1293.3667500000001,824.89978125,468.4669687500001,0.013081640625000002,2013-12-07,14
z03,18,0.0,0.78875,1.0,31.05,29.55,734.7206249999999,645.8371874999999,88.88343750000001,0.04462656250000002,2013-12-07,15
z03,18,0.0,0.64525,0.554422687226265,29.41,33.410000000000004,646.7340750000001,580.2033525328483,66.5307224671518,0.008249600745697888,2013-12-07,16
z03,18,0.0,0.437525,0.3333233313497129,29.33,30.06,394.560045,387.2602640434412,7.299780956558777,0.01085798774950422,2013-12-07,17
z03,18,0.0,0.18495,0.18995479342953955,27.88,27.62,154.69218,152.63821277651695,2.053967223483056,2.5047957272362252e-05,2013-12-07,18
z03,18,0.0,0.041025,0.041530317070656464,27.19,25.76,33.4640925,33.279677035063926,0.1844154649360732,2.553453418968308e-07,2013-12-07,19
z03,18,0.0,0.0174,0.013567472999953572,27.79,26.21,14.506379999999998,14.324718220197799,0.18166177980219977,1.4688263206084864e-05,2013-12-07,20
z03,18,0.0,0.590925,0.5841789354449052,53.1,39.83,941.343525,938.6579167006167,2.6856082993832615,4.550938698150714e-05,2013-12-08,9
z03,18,0.0,0.7512,0.739233931517612,59.63,66.03,1488.05208,1346.1191651486185,141.93291485138138,0.0001431867949251998,2013-12-08,10
z03,18,0.0,0.844125,0.926725007613465,52.12,39.3,1319.87385,1287.0651269759317,32.808723024068286,0.006822761257744472,2013-12-08,11
z03,18,0.0,0.88885,0.8525515119664441,47.55,38.84,1267.944525,1258.4597300768319,9.484794923168238,0.0013175802335222047,2013-12-08,12
z03,18,0.0,0.90485,1.0,44.26,70.53,1914.5721150000002,1063.30203,851.2700850000001,0.009053522499999992,2013-12-08,13
z03,18,0.0,0.865,1.0,36.67,31.75,951.5865000000001,897.25575,54.33075000000008,0.018225,2013-12-08,14
z03,18,0.0,0.7774,0.74498948096493,32.730000000000004,31.07,763.32906,761.7150161520536,1.614043847946391,0.0010504417441226331,2013-12-08,15
z03,18,0.0,0.6328,0.62997426763232,29.77,34.46,654.18864,565.5512605441327,88.63737945586729,7.984763413754548e-06,2013-12-08,16
z03,18,0.0,0.4314,0.3154162234305911,29.18,28.8,377.64756,376.32534494710876,1.322215052891238,0.013452236427302562,2013-12-08,17
z03,18,0.0,0.19665,0.19433339567851546,26.49,31.09,183.415455,156.59744639636486,26.81800860363515,5.366655582320815e-06,2013-12-08,18
z03,18,0.0,0.06345,0.04138665007758705,25.56,26.86,51.12801,49.51393064697412,1.6140793530258861,0.0004867914097988397,2013-12-08,19
z03,18,0.0,0.031475,0.014075186799174008,25.39,25.92,24.474960000000003,24.25116452989314,0.2237954701068645,0.0003027534994236386,2013-12-08,20
z03,18,0.0,0.130475,0.6161618671370077,54.98,36.53,215.205465,83.48718663244352,131.71827836755648,0.23589173290936138,2013-12-09,9
